body,emotion
I just checked and its in the phpBB 4.0.x coding guidelines. I don't have a strong feeling for ether so I'll convert them into lower case in a following commit.,1.0
"done, I ran  python test and there are no warning related to, however, there are some for the other ops in ",1.0
See the fail through. This error will be exposed as a javascript error upstream. The actual stack will not but in production mode this isn't really helpful.,1.0
Maybe make this if statement a little more readable (eg extra vars),1.0
Do you need to specify  here or is that the default?,1.0
there is no any parsing of this sub-element in the ,1.0
"Can you change the control flow to this?

",1.0
"The general goal is to resolve the unnecessary coupling of kernels, notebooks, and cells.  Part of that is using the Kernel *alone* (no notebook, no cells) as a javascript library for remote execution.

I should note that I did a test, and it does seem ",1.0
"As a general comment, please test the functionality of the elements you replace within the html, since some jquery logic depend on the relative relations of these elements (although should not be 
ideally!). ",1.0
"Paddy, could you please leave the old tests in there as well? That way we ensure there are no BC issues (or at least become aware were there any).",1.0
yeah you're right...damn,1.0
"Should probably specify that  is for tcsh and ""export"" is for bash, and also say that people should add these lines to their or so they don't have to run them all the time.",1.0
Looks like some of these files have a CRLF issue.,1.0
What is the deal with the commented out stuff? Does it need fixed or removed?,1.0
"Gotcha, just checking.",1.0
Can you define a plugin that has no function definitions and still have it work? Just to make the test smaller.,1.0
same comment as above.,1.0
"nope, I actually need to specify a regular expression as a search token.",1.0
Let's break this function into multiple lines,1.0
"Given parameter has no IP address.
Action should fail on checking parameters with provided one.

We should either provide a with an, or change the interface definition to make accept,",1.0
"Ah yes, totally right",1.0
"This should work fine, but you can just do ",1.0
"it's not really for only, it's just used when the and external one are the same. It does set bCustom since it calls the private 2 argument constructor and that one sets it",1.0
Please fix the CS here,1.0
"I would go ahead and  here, so you can avoid the vaguely named  variable entirely.",1.0
"We should test that ""latest"" also works for a fallback, but possibly not here.",1.0
"Similar deal with missing multi-line matches.  It's not that uncommon to have the arg list split across multiple lines, so I think this is worth adding a TODO or a bug.",1.0
"Those seem to work pretty well. It doesn't feel *quite* as snappy it seems like, but they work. Thanks!",1.0
"You can keep the method definition in the superclass as a nop if you like the symmetry (I also like symmetry...), but please don't bother calling it from inside the methods in the subclasses for now. If it 
ever grows to be more than a nop we can add the c",1.0
It looks like  is a mutable object; you can't use mutable objects as dictionary keys.,1.0
This should be just  and not ,1.0
"The curly brace in our Scala code is usually at the end of the previous line. Maybe the code could be formatted better.

(I had to read the documentation of to be sure...)",1.0
The oid is [the identifier of the blob containing the text of the note]. Try to  it.,1.0
"also assert that all values of the content length header is greater than or equal to 0, accepts negative values, better to catch that as early as possible",1.0
"Yeah, this is used in the data-ensure on L10 to make sure the inner shape is totally enclosed by the outer shape (there are some weird corner cases [literally :D])",1.0
typo in,1.0
"I think I fixed it, running tests now.",1.0
You're falling into a boolean trap. In your simpler example the false  only prints return because you've got  in there.,1.0
What will the Cancel do? Have you tested it?,1.0
Why not keep this and use it below...,1.0
Is it common practice to use  in Silex service provider? Do we really need that?,1.0
"at first I thought this was unnecessary but it looks like you are only saving if the pools need to be updated, which is fine!",1.0
"I might have to release it, or use another strategy here to release when needed.",1.0
we should use the enums here instead of the literal value,1.0
"Yeah, you're probably right. Got a bit carried away by my random test cases... ;-)",1.0
"You might consider replacing line 223 and lines 226-230 with
",1.0
Try to get a True/False instead of count using bool.,1.0
Can you split this to two lines?,1.0
Give me a second.,1.0
Should be  instead of  :),1.0
"This should be part of an other pull request, I guess. However, as ospf capability pull request has already been accepted, there is no need to split this one in two.",1.0
either single quotes or double quotes but not both for consistency. ,1.0
We should probably use ,1.0
"Seems its handled already as you mentioned. Let's do this.. leave the handling code as it is. I will pull in the null check alone? Please open a pull request for the leak, if you reproduce it again and 
include detailed information ",1.0
I can fix this.,1.0
"Is the needed here? Will it work if you always use this:
Also, I find it a little hard to understand what's going on - can you try defining a separate function for the , instead of usin",1.0
"Oh, no, not a good idea ;)",1.0
"Minor thing, but since you added the new attribute to the end of both the  definition and this method's , i'd propose to sort the parameters like this:
",1.0
I'd skip this block and instead use the merged config only,1.0
Its in and appeared to be used once we went back to the wide version of openbook,1.0
I've implemented this with.,1.0
"You mean using this:
?
Basically, reverting ?",1.0
The upcoming if/else block is unnecessary. Since python,1.0
Why do you bind to ? if there are no references to  inside your forEach loop?,1.0
this is very pretty.,1.0
"But you allow signing of non receiving addresses here, no?",1.0
"Hi Michael,

If you are connecting to the same Site, you need to include all cookies to
keep the session open.

... It should't be activated to an external connection.....

In the original ""Include Component Plugin"", it's used to load a component.


Regar",1.0
"Hum, it actually also works without the space! ;)",1.0
"I added a task to this backlog Card #126 ""Remember user mode per file extension	As a user when I open a file and specify a specific mode I want Brackets to remember my descision""",1.0
"Hashtag entities are under .hashtags property, but each entity has .text property to store the hashtag value, and only hashtag entity has .text property.

E.g.,
          ",1.0
"ja PDF does not yet exist, and PDF genereate is very difficult...
Temporarily, PDF link switch to en.",1.0
"In the other types, is private and set is the main api. Maybe we could print a deprecation message here.",1.0
"Why is this method being added to ? Most test cases should be in  so that they are run in this suite, i.e. in basic mode, as well as in the several subclass suites representing alternative configurations of 
the `Mercurial",1.0
I think that feeds and replies update should be single api call and return them both based on timestamp.,1.0
"Yeah, that seems cleaner.  made me feel a little dirty.",1.0
"Rather than moving these from the api module, this should probably introduce usefully-named encoder/decoder pairs (or factories for same) that are invoked in api to build the default one. The and ",1.0
"""employed in the same profession"" then?
After all, isn't that all that the BLS data shows?",1.0
"Because if for any reason it fails (dir is locked by some process or whatever), I don't think we should bug the user. It's really not such a big deal, just an empty dir left over. On windows it's quite easy 
to have filesystem locks since the OS handles th",1.0
"See staging Rakefile for example.

",1.0
"This was easy to get rid of, so I did.",1.0
Change this to  ; mozlla.org sends  which means that it can't be embedded,1.0
I would drop any mention of support on Natty or Oneric,1.0
"I think the test could be , wdyt?",1.0
We should add  after the name. This also applies to the below names.,1.0
"Thanks, you are right.",1.0
"No worries :) Good job cleaning up some of our mess, haha.",1.0
should this return after ?,1.0
" Jeff Balogh wrote:
",1.0
"Test cases are isolated, objects created in one aren't visible to another.",1.0
"And really, if this isn't a good test, that's fine. I was also trying to test the clearing of redis did something. If you ramp this up from 10%, then more than this test would fail if you didn't clear redis. So 
whatever you think is best.",1.0
Created issue for this: #41,1.0
"change to, or just name for consistency.",1.0
Because the last read would block until there was a change.,1.0
What does do?  does it set up some kind of test expectation?  This will fail if I remove the invite call below?  It looks as if nothing is actually being tested here.,1.0
Frankly speaking I don't know exactly what are you referring to :) Feel free to fix it the way it works best for everyone!,1.0
"Add a comment above this block saying something like ""Here we handle manually selected modes"".",1.0
">I will use MACOS_VERSION == 10.6

Yes, this (or ) is the correct thing to do if you want to apply  on Snow Leopard.

 is actually ""Snow Leopard or greater"", and  is just a wrapper",1.0
"This is used by the tasks thing, so I think it will be a leftover and get deleted.  Took this out too.  It is referenced in a 'tasks' method.  Obviously we don't have any tests related to this (nothing new 
failed with it gone), and we want to remove that ",1.0
will not return null (it will instead) and you don't have to worry about freeing it as long as you free the allocator.,1.0
"As mentioned, those should be private and have a getter.",1.0
"No, If you don't add  you should return just 
Also keep in mind: may return **null**.
So, it should be something like this:
",1.0
"This one will not new the card if it isn't there, it returns nil in that case.  I think the use case depends on it returning the card when it finds it.",1.0
@erikfrerejean it happens... occasionally,1.0
why the order change?,1.0
maybe calling  or  would be better. Or we could just put them as methods of the  class. ,1.0
I think that would break setting $S as the extracted folder has the architecture in it.  I'm not sure what would be the best way to handle this.,1.0
"You're assuming the post is live here, better to check for that.",1.0
What is we use here instead of?,1.0
"agreed. That was mostly a copy/paste from the original code.
I just made some changes to exploit some existing magit faces",1.0
"@dchelimsky should comment, imho you don't want any permanent comments or pending specs ",1.0
"One other thing... needs to maintain the same interface as a full , so whatever public methods wind up being added here need to be added there (typically as a no-op).",1.0
This change should be unnecessary - rendering the  partial from a changeset view should default to the one in the same view.,1.0
"Those would be good 'why not' reasons. ;)

Let me think about it tomorrow and get back to you. I just know that having a setup method really bothers me.",1.0
For safety the plugin always spells out the long form of every option ().,1.0
"This is definitely a sign of an object that needs to be extracted. Whenever you have a method that says ""Let's delete all the variables and re-initialize them"", you are essentially recreating object 
creation/destruction mechanisms. Still, I struggled to f",1.0
"doing a DELETE on should return a 404, as 12345 shouldn't exist.

Itay",1.0
I like your approach. I think though that my approach may be a bit more readable but your approach is definitely cleaner,1.0
should add  to prevent  exception,1.0
The padding should be set to to ensure that it causes no regressions.,1.0
"Sure. I just removed this, they're done.",1.0
"I can't delete yours, so I will just mark like this:

DELETE

and remove mine.",1.0
"Remove, match on ,  directly instead?",1.0
I can understand the desire to not want to override an explicit value.  But the idea of passing in autoclose should really have been this concept of I think.,1.0
"Right.  ""Analytic"" in the SBProfile sense just means that it can directly return the value without using the full 2-d fft.  So a lookup table counts.",1.0
"Done in, but I ended up going back to  and actually using the validity of the form.",1.0
"Hate to monkey-patch, and would have called the original highlight function, but the original throws errors if you call it.",1.0
    # Set the sub diagonal to 1 to create a known spanning tree.,1.0
"Seems to me that we have at least in 4 places:

Can we refactor to a method?

Thanks.",1.0
" has already been escaped at this point, yet will escape it a second time, making it display wrong.

In general, I think it's best to do the escaping as close as possible to where it gets inserted into the HTML strin",1.0
"I believe all the values are given names with the k prefix.
For example,",1.0
These should be triple quotes.,1.0
I added documentation for these functions,1.0
I think Erik purged the CRLFs that were already there. In my copy of this branch over to there are no CRLF issues.,1.0
This entire function could be rewritten as:,1.0
Wouldn't it mean you can leave the  alone? You would only have to change  to .,1.0
'1' ,1.0
Maybe just call instead,1.0
"Ah yeah, that makes total sense and it shouldn't do things like see if the user can authenticate afterwards.

It still seems wrong to me that the test passes if I comment out the code being tested.  There has to be some kind of expectation we can setup ",1.0
"Whether we use SSL isn't currently in  but   because that's the only one that can do SSL. I can put it in the main class if you prefer, but it's just going to be set to  on every other transport. Maybe  s",1.0
Wouldn't a message be better than none?,1.0
"Apropos of the comment below by @pelson regarding use of, I think this method needs to start out by checking whether is being used; if it is not, perhaps the method should exit with a warning 
rather than raising an exception.

To avoid ",1.0
"how about instead of passing in all these values you construct an options hash that you populate along the way then just pass it in?
",1.0
"This is actually the *old* syslog instance, per.  You then go on to return the old value.",1.0
"you use here
However, if you'll make changes inside as I've shown above this test will be redundant.
",1.0
"If we are going to use a block and split it onto multiple lines, we use the  style.

",1.0
"Please use, tags and fix the indentation (1 tab = 4 spaces)",1.0
"Examining the code, I think this is because when sharing is enabled, rather than , which would fail in the clone, we do , which ",1.0
"This list should be alphabetized, if you can put your name in the right place I'll go ahead an merge it in.",1.0
Symfony does not split the use statement into several groups,1.0
shouldnt you check that these below are null first?,1.0
Isn't the  convention pretty well established?,1.0
Should even be:  to avoid confusion,1.0
"The two text strings here ""Linked User"" and ""(No corresponding user)"" should use translation functions.",1.0
only thing that's needed here is on the child process object returned from  - if you do not do this then the user sees no output during the long pause.,1.0
I've seen this twice now. It seems like we wouldn't need to rewind the file since we don't appear to be reading it anywhere. ,1.0
Could we add a couple of specs for e.g.  as well? Add something to the page that calls using . Both the success case and the timeout case should be tested (i.e. to make sure  is invoked corr,1.0
"Well, we are now no longer testing against it and phpBB 3.1 is 5.3.2, I think I'm certainly leaning more and more towards requiring 5.3.2 (or another 5.3 release).",1.0
"Correct computation of the scrolling amount (per your code, instead of the one adapted from Qt-labs flickcharm",1.0
"This is a somewhat evil kludge to deal with some floating point rounding errors which do not affect gameplay but DO affect test runs. Because I was having trouble isolating all potential sources of 
error and the floating point errors do not really affect ",1.0
This looks good and I would merge a pull containing just this. Can you add a spec? Or I can in the new pull.,1.0
"It looks like you're missing the call to --this should be called from , I think.",1.0
"Future note, consider adding an option for splitting up all data sent by a. Would be an excellent way to make sure that this always works for every request we make from the test suite.",1.0
"Also, lots of people use single quotes on HTML attributes instead.  Do you want to try to handle that case as well?",1.0
I think this is going to be unsafe when the ulimit for file handles has been raised (as we do by default). Would need I think to use the  as defined in jsocket ,1.0
This was the only instance that is not pre-formatting and validating the order-id. I added a test case.,1.0
"We're calling twice, once here and once right after this method returns.  Can you remove that duplication?",1.0
The locators are named a bit differently. this is not a element at all. It's just an input checkbox. So line 64 needs to be changed to just find the element and click it. Line 65 is not required.,1.0
all these should be Durations,1.0
+1 on a single entry point,1.0
"I believe the newly introduced 'newline' production should be used here (as it is used bellow in other places). This form would not work on POSIX platforms where the '
' is normally not present in the text so the parser will reject the  source.",1.0
"Yes, I like your suggestions, please use these messages in all drivers, thanks!",1.0
Could you move that to an own partial? I would not expect the download stuff in a  partial.,1.0
"btw, I think you should split it in different handlers: the existing handler aimed at serializing all Doctrine proxies with the same instance, and then another handler aimed at the deserialization, which 
would need to be registered several times (once for",1.0
It's almost always better to catch the actual exception.,1.0
"if you want to get the original class name, you should probably use",1.0
Having a ten second timeout for running the two local tests was pretty useful.,1.0
Yes they are for IDE generated files.,1.0
"fyi, cli has a ""version"" plugin as well
I didn't use it as it was breaking the unit test (it looks for up the directory tree, but finds the unit test one, not the one).
If you drop the --version unit test (which is already teste",1.0
Might steal some of the like button js for this.,1.0
"In places where there is no clear standard that we've adopted, we should leave the code alone.  When it comes down to it, someone else is maintaining that piece of code (the component lead), and its 
better to let them dictate the smaller aspects of ",1.0
put a comment with the unit,1.0
"perhaps this is premature but I'd like to see this logic elsewhere, mainly because it's confusing the role of, perhaps the object can do more of this.",1.0
"""CC"" -> not needed.",1.0
"To clarify,  would return.
 would have a method which could properly determine whether to auto-close the session.

This would allow Session",1.0
Good catch. This is probably spammy and race-prone.,1.0
The associated model should be removed if all references to that model are being removed.,1.0
if it's not a bug it should be consistent across fit methods,1.0
We could wrap these 3 ifs in a if ( debug ) and then check for each case only if debug is true,1.0
What version of facter are using for that? I *think* that was fixed in 1.6.6.,1.0
" is in the directory overpopulation.org, as is - I don't think I currently use either one. They were for security purposes.",1.0
"I adjusted the start date, but I don't think this reduces the time it takes to build (at least it doesn't with some fairly simple timings). Looking over the vbench code, it looks like the repo is rebuilt into a 
clean directory for each commit (I could be ",1.0
Please add some constant declarations so it's easier to decipher the params in the GET invoc,1.0
"In basic, we should initialize  by default image. Binary destruct  in first, and user-defined destructor will run over .
To fi bug 8055, we should fill  with valid memory image.
But, if T doesn't have elaborate des",1.0
I've fixed this styling issue in the latest commit.,1.0
I tried this out and  and using it wouldn't change this code since maps non key commands (including esc and return) into their character equivalents which is the same as the. Essentially KeyM,1.0
"It feels weird to say, ""If you for some reason have a commandline but not node"".... but maybe that's just me",1.0
isn't Buzz able to handle this ?,1.0
Do we really need this ? Where would we need to use this ? any reason we would keep this around ? ,1.0
"We are using the  middleware, so we'll get an exception if things don't work.",1.0
"dateutil contains a very good datetime parser that undertands all the
possible formats that can appear in an XML file: In UTC, with a timezone,
year first, etc.

Maybe there's an already-included way of doing it, but I was unable to find
it. A simple rege",1.0
"Set up  login script to call the script, which will set environment variables used when building.",1.0
Love it!,1.0
I've added a  array where I save all the moves of the fighter for the match. Then I can acces to this array with fight method.,1.0
"An empty list in Python is falsey, so we don't need the explicit length check  will suffice",1.0
+1 on addition of comments like this,1.0
"Sounds right. I will move the text output code in the caller in .

We can figure out later how exactly to output as text.",1.0
Added a migration for this column.,1.0
"Let's add something like this so we can override settings without having to fork:
",1.0
"Agreed, this part needs to be fixed.",1.0
Source provides easy and clean read/write access to the underlying  string. If you want I could split this into / or another name that you prefer?,1.0
"Committed a change that will allow the creation of setters if required, simply add a  method to the object and the rest is handled. I do not like the idea of using setters for the sake of using setters 
because maybe somewhere in the future",1.0
Note to self: Refactoring problems....,1.0
Also an indentation problem here,1.0
"Maybe just to be unambiguous.
",1.0
"This was kinda why  existed as a config var - so you could also set it to something with a different schema and TLD, i.e. .

This commit doesn't remove that ability. Is being able to set just the  better th",1.0
"Ideally, I'd like to see this formatting:
",1.0
"I was really happy to get this logic out of the UI code, although  is an incredibly vague method name.",1.0
Doesn't this always add -E? The original added the -E option conditionally.,1.0
"What I need is a paper/blog series/whatever that talks about CPAN, Rubygems, NPM, PIP, and Maven. A lot of my foundation comes from having only really interacted (as a publisher) with Rubygems.",1.0
"Haven't checked this yet, but are you sure about removing the  and  closing tags?",1.0
No need to confirm callback existence as you ensure that on L43,1.0
"The timer is winded when you first load the SMART connect lib (just before launching the channel's constructor). You can call  at any time independently of the timer. Nothing is tied to . So, overall I 
think that 2-5s is about the ri",1.0
"So, we have contact information and education. What about job experience, etc? Maybe add those to the input json file  and incorporate those in the plain text output?",1.0
ideally this would go in a  since it's needed for every test,1.0
Let's not put this in the public sample config.,1.0
" for error, for successful change, for idempotent operation that did not change anything.",1.0
"It's OK to include ampersands in the path part of a URL.  (patch characters are ""pchars"", which includes  which includes ampersand).

You don't necessarily need to make a change, but you should be ware that",1.0
"Also, will never use this INSTANCE, since it always constructs its own instance.",1.0
"The method name  is pretty clear, so I would omit this comment.",1.0
"Yes, Amol, I understand.
I'm about this JavaDoc: it's not reflect the reality of resulted.
However, I think this code will be moved somewhere up, when Mark will give agree to implement ",1.0
"@ginko This code looks like it could be cleaned up quite a lot.  Just declare all these variables first as blank strings, then in your if blocks just set the variable(s) that is (are) different under that 
condition.

You could also change the ",1.0
"I think we actually want this the other way around, since traitsui is the newest version?",1.0
Would it make sense to remove this file from source control?,1.0
"Before this, I would check for being NULL, or  (from).  If either of those is true, return .  That will handle returning zero for a non-existent or null valued field.",1.0
style.  Lining up the  with the rest of the RHS's would be nifty.,1.0
"It seems that the  object is available once  is run. I've tested this in irb on 1.9.3 and 1.8.7, and it seems to be the same in both. That would explain why the spec testing the old-style hash isn't failing.",1.0
"If we need this, then I think it's a sign that we still need to override ",1.0
When you use a  or  you can continue using the same command without saying so using . Use  in this case.,1.0
Why the change when they do exactly the same thing?,1.0
Then the initialisation should really be a part of the PluginManager. Just send an instance of the plugin over to an *initialize* function and set every object there.,1.0
"One part me breaking up the code into smaller chunks and one part me thinking someone might want to be able to change it in the future, say if some other moving part is using .",1.0
"the wouldn't need to do the path in addition to say  - just have the one file manage the path
",1.0
I would put  before  as it is called first.,1.0
Small typo NRML instead of NRMl XML serializers.,1.0
"I'm trying that now and don't get an error or any noticeable problems, but
then again, also didn't cause an error :)",1.0
"Could you move this to the previous line, } else {?",1.0
"Yup, easier to let the code speak for itself",1.0
 or  from the  module.,1.0
"Replaycing import with uses here will make the plugin break because import will return true or false because it will try to load the file and we used it here to detect if this helper is present. To improve 
this in 2.0 this needs to be done somehow differe",1.0
"Please, add a .",1.0
"That may be debatable, but I changed this case back.  I did notice the same pattern two other places, and I wonder if you find it the same there.",1.0
It would be nice if were a bit more verbose of a method name,1.0
Needs a metric tonne of docs,1.0
"The change to add the  was added after the 4.10 release, so we can fix it now without breaking anyone.",1.0
"Need to store this, as we require it for refresh flow. ",1.0
I put an encode function in this file for now. I sent a team e-mail to figure out which encode/decode code we want to use and where the shared code should live.,1.0
the date should be updated,1.0
"In this case I do. I create the vector in the same function, so I know it's contiguous. As for Dz, it's the data vector of a sparse array, which should be contiguous. Yes it could be useful to do it 
differently for Dz, but how would you recommend I ",1.0
"We should give this method a more suggestive name, such as .",1.0
You might want to default options to ,1.0
Does your implementation of require in the browser use the identical implementation as node?,1.0
"A comment here would be nice. I think this is using a bisection method to find an optimum solution, but it would be nice if I had some confidence that that was the case.
",1.0
"You are right, we need to handle that. I'll search for a similar case in the codebase.",1.0
you can avoid parenthesis near .,1.0
You can inline this error constructor.,1.0
This one needs escaping too,1.0
Why do you do this?,1.0
"As you can see, they are gone now, thanks for the help.",1.0
I would kind of like to know if it doesn't.,1.0
Is this the unused return value warning you were talking about? Because there's another  a couple lines before that hasn't been wrapped.,1.0
This is not defined on OS X so it throws a timespec redefined compile error. You'll need to a more compatible way to handle this.,1.0
did you mean to use malcolmsparks as the groupid here?,1.0
I think this should be formatted a little better.,1.0
Formatting:  (spaces around minus sign),1.0
How about adding something like,1.0
"So this is actually in the , but for some reason it wasn't being ignored.",1.0
This should be now.  I believe NJ changed it but I'd bet it's easier when you merge to just ditch his changes to this file and redo the rename yourself.,1.0
"Are you sure that we need a wrapped hydrator? After all,  should allow you to access the fields directly (also for writes).
Also here, could you do a quick check and see if  and",1.0
"This could be renamed to something more meaningful. What does source mean? Also, not a huge fan of introducing combined getter/setters in this style of code.",1.0
We already know  is falsy here - figured it's better to be explicit,1.0
"A comment for is missing.

Maybe it's better to have this member private or protected.",1.0
"Yep, thats a good idea.",1.0
Can we use something more descriptive than 1 and 0?,1.0
"was only referenced in a couple of specs.  Got rid of that and I think this is good now.
",1.0
Shouldn't this be handled by the  module?,1.0
"I think you don't need ""T"" -> Type (wild copy/paste? :-))",1.0
"Given these else conditions are identical, I think you can significantly reduce the complexity by using",1.0
so nice to be getting rid of this hardcoded stuff.,1.0
"I remember the print issue you mentioned. can you add a TODO to check this or create an issue ? 
also, if we don't need these lines, please remove them. ",1.0
"When interpolating one thing into a string, the parentheses aren't necessary, so I omit them. I would write that .

You might be interested to know you have to include a comma to make a single-entry tuple, so it evaluates as ",1.0
Can you document this function?,1.0
Only directories will be added to the inotify watch.  It will be up to the client that calls to determine if the file/directory that changed was the one of interest.,1.0
"The diff confused me as to what the intent was here, but after reading the code everything was crystal clear.",1.0
we can auto-instantiate all of these things without having a file.  I want to try to avoid writing local files whereever possible so that we're compatible with read-only systems like heroku.,1.0
"Now that I see what you are doing, you definitely want :

",1.0
I'll have a look and if it's easy to replace I'll grab them. If not I will log a clean up task. Ultimately we probably want the language intelligence stuff factored out as a plugin that both clients can use.,1.0
"If you're going to have and, then we'd also have

All of these would move away from the fluent syntax, but that's probably okay, since this class is really an internal plumbing class an",1.0
or even,1.0
"Since this can be a name too, I would call this argument simply , and describe it as ""ID or URL name of the shake to list"".",1.0
All taken care of.,1.0
"These lines still expose the render logic in the view. It reads like there's a possibility of both partials rendering.

A better pattern would be . Then, conditionally render in the presenter.",1.0
"If T is nested struct,  occurs an error.
In addition, if T has , we can bypass it.",1.0
"yes, a small point.    mostly concerned with having an approachable api.",1.0
One should use for booleans.,1.0
I would say 'includes' and not 'receives' here.,1.0
"Done, also converted the error responses to a JSON-encoded response.",1.0
"Added a  for the unit test (either I will get to some of these next week, or you can reassign this later).",1.0
"Before the points we chose were truncated to integers, now that they aren't we need to prevent displaying giant unformatted floats. But I sort of hate doing formatting code in data structures, perhaps 
this belongs elsewhere?",1.0
"Here is option 3 in untested code form: 

It's not mutually exclusive with Option 1 of course. I'm pretty ambivalent on whether adding 3 to 1 is worth the code, it sort of depends on how often Java developers chain Future ",1.0
what's all this?,1.0
"okay, here, this is true. nothing wrong with saving Draft or Recent in the db. but below, in, trying to set Recent will give unpredictable results (and should fail), as that flag should only be changeable 
by the server, so it should be e",1.0
This line should read:,1.0
"nice attention to detail there, thanks for the tip on the ,    I was curious about the apparent ambiguity",1.0
I like it! I wanted to move the list out of the way so the user can see symbol or line highlighting. This looks much better,1.0
"David E. Wheeler wrote:
",1.0
"use an 
construct",1.0
How could I show the name of the fighter that wins the turn?,1.0
"Wow, what a shame. Then I suggest we push this feature in to 2.1 instead of 2.0.2 since we can't make it non-kludgy while retaining binary compat.",1.0
put a comment on these saying the unit is pixels,1.0
I'll fix it when merging,1.0
What about making this a  or  event so that we know the video is playing?,1.0
"This method needs a unit test.
",1.0
"Yes, the logic you have is correct, and the """" is unnecessary.

Nearby code follows the pattern  followed, unindented, by the successul case. You don't have to worry about the successful case being executed when the exce",1.0
"We should be sending back a valid JSON string --  is invalid JSON because ""Invalid Assertion: "" is being stuck on the front of it in line 72. The string concatenation should happen in   and   should 
remain the raw re",1.0
This part fell out of date a bit too: the generic 'line' and 'character' properties have been replaced with a bunch of more specific values.,1.0
"I'm hesitant to include this because I don't like virtualenvs in my working dir, so I won't use or maintain it.",1.0
Now supported annotations . For other annotations it's don't need,1.0
"This problem appears to be restricted to Webkit, and may be a bug. [The spec] says that 1rem is equal to the computed value of  on the root element, except for  on the root itself (in which",1.0
" has:



but the schema never got checked in",1.0
"maybe inline error into the table, like unauth",1.0
"This factory object is what I'm currently using to put together a sequence of worlds to be played in order, along with their descriptions. It would probably be much better as some sort of DSL, or even a 
JSON file.
",1.0
This could be turned into a method and thus be a lot smaller and easier on the eyes.,1.0
"Yeah you're right - this shouldn't be top level - it fixes the test but the test is flawed since will never be a fact.

Ive reverted this commit",1.0
Thanks for pinging.  Will look again.,1.0
Please use { and } with if statements.,1.0
I think this extra [] around key is a bug.,1.0
Any way to replace this  for something more elegant? I mean something that gives me the index for the array element in each iteration. May be ? ,1.0
"I hope the intent here is clear. I think this is a kinda neat solution to the ""I need to update this JSON value"" problem.

The easiest way I found was to say .

Since the incoming",1.0
In the future this will be handled with . At which point we wont need the recursive mess. Wont even need this whole thing!,1.0
"I know this is a bit annoying (although hopefully not *too* much more than copy-and-paste from ), but I think you should have Parameters and Returns sections here and the other functions below.  
People will certainly be doing ",1.0
" is used to solve problems that specifically affect 64 bit builds on Snow Leopard that involve the Accelerate framework when vector dot products are calculated. I believe the issues were solved in the 
Lion release.",1.0
BoA and Chase both scan checks. It is a good point though.,1.0
" is a wrapper around the Fortran compiler that was used to build Open-MPI. As far as I know it doesn't have any fundamental changes compared to the program that it wraps except for adding a few 
pre-processor definitions and linker/include paths by",1.0
"This should be public, right?",1.0
"This causes warnings, fixed",1.0
"Chatter can call this version to the get the Url. I can put this method into Chatter, but I feel isn't used directly by anyone, so it should be ok. ",1.0
Dropped the first one and fixed the second.,1.0
Hashtags entities are on a text property?,1.0
"One way around this would be to assign the id to a variable (it's used twice anyways) and then the cardlink variable becomes pointless and can be removed



",1.0
I think prefixing the modules with and having the namespace is confusing. How about this for the module names:,1.0
Can we make a reusable function out of this and the same functionality on line 287?,1.0
This import is not needed anymore,1.0
<3 the inserting from a dict,1.0
"I made this change, it's much prettier. Updated the pull request.",1.0
Ahhhh. Makes sense when I actually preview the file. You can just get rid of the unused code. No need to keep it around in block comments.,1.0
awww.  I liked that space. (NOTE: this is funny),1.0
One import per line - follows pep8 and makes for cleaner diffs.,1.0
"and I know it is the same syntax than the previous filter (added by myself following a discussion in the Twig issue tracker). But I find these names quite unreadable, which is why I suggest renaming 
them",1.0
Same as in csc (Next comment),1.0
"I feel like an option passed in with the request would make more sense. If you want to enable it globally it could be an option to initialize as well. This should not be the default as it breaks backwards 
compatibility.",1.0
"Don't need to check row is non null.
I think you mean ",1.0
I think  should be replaced with .,1.0
no space between  and .,1.0
this is to expose which is protected in Actor,1.0
"assert

it asserts the regexp can access/match the string.",1.0
Takes a  object and pulls/updates dependencies. Other setup moving parts could also be shoved into this method.,1.0
"Allright, will do, thanks for the feedback.",1.0
"Thats a discussion for a different place ;). Though you know my opinion on this matter and that hasn't changed just because I removed this line ;). This change is purely driven by the fact that I expect 
5.2 to be dropped from travis and that will break th",1.0
"Instead, I'd avoid backing up globals in . After all, we don't suggest usage of globals. Does this make sense to you? :)",1.0
You should just be able to pass the  hash directly in as the second argument to  without needing to convert it to a string. Were you having problems with that?,1.0
"Lets avoid the regex, I like option number 1",1.0
"good catch, thought i got everything.
",1.0
"CS, spacing around comparator",1.0
"My thought here was this:  If the shake argument matches a Shake Name even if its numeric, it should be converted to that shake.   If it cannot be resolved as a known name, then assume its a shake 
id and proceed.  The error handling of handling it as a sh",1.0
"filter is now search.

match is now required. My plan was to ultimately make a way for other plugins to be added that were not triggered on a character. For example have a quick open that searches all the menus and 
commands. It would be trigged by a dif",1.0
"I'd still leave this method here commented.
They are the reference we have when we implement the Concrete Table Inheritance (1 table = 1 class), which we call as .",1.0
This fixes all the counting problems,1.0
"There is no guarantee that there will be 0 collisions. Bloomfilters are probabilistic data structures.. It is *highly unlikely* that you will get a collision with your configuration, but *it is* possible -- 
which makes for some great heisen failures in yo",1.0
true but for me it makes the flow easier to follow,1.0
"I'm cool, whatever works for you mate :)",1.0
